El cliente 1, compra CERVEZA, en la caja 1. DIA 1, 806 segundos
El cliente 1, compra CARNE, en la caja 1. DIA 1, 821 segundos
[LLEGADA] Cliente 10: Dia 1, segundo 842 ha llegado al Estacionamiento
El cliente 1, compra PAN, en la caja 1. DIA 1, 875 segundos
[CAJA] El Cliente 6: entra a la cola de la caja 1 en DIA 1, 897 s, con {'TOMATE': [6, 'VEGETALES FRUTAS'], 'MANZANA': [6, 'VEGETALES FRUTAS'], 'CONSERVAS': [3, 'ABARROTES'], 'TOALLA NOVA': [4, 'LIMPIEZA'], 'PAN': [14, 'ABARROTES'], 'ARROZ': [1, 'ABARROTES'], 'JUGO': [1, 'BEBESTIBLES'], 'LECHE': [1, 'LACTEOS']}
El cliente 1, compra CLORO, en la caja 1. DIA 1, 902 segundos
El cliente 1, compra LECHUGA, en la caja 1. DIA 1, 908 segundos
El cliente 1, compra HARINA, en la caja 1. DIA 1, 911 segundos
[SALIDA] El Cliente 1, abandona la Caja 1, habiendo pagado 98
El cliente 4, compra MANZANA, en la caja 1. DIA 1, 935 segundos
[CAJA] El Cliente 7: entra a la cola de la caja 2 en DIA 1, 964 s, con {'TOMATE': [6, 'VEGETALES FRUTAS'], 'CARNE': [3, 'ABARROTES'], 'CONSERVAS': [1, 'ABARROTES'], 'ARROZ': [3, 'ABARROTES'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'LECHE': [7, 'LACTEOS'], 'GALLETAS': [1, 'DULCES']}
El cliente 4, compra CERVEZA, en la caja 1. DIA 1, 971 segundos
[CAJA] El Cliente 8: entra a la cola de la caja 2 en DIA 1, 990 s, con {'TALLARINES': [4, 'ABARROTES'], 'BEBIDA': [3, 'BEBESTIBLES'], 'LECHE': [1, 'LACTEOS'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'TOALLA NOVA': [1, 'LIMPIEZA'], 'CLORO': [10, 'LIMPIEZA'], 'ARROZ': [1, 'ABARROTES'], 'YOGURT': [1, 'LACTEOS'], 'CARNE': [5, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
El cliente 4, compra PAN, en la caja 1. DIA 1, 1028 segundos
El cliente 4, compra TELEVISION, en la caja 1. DIA 1, 1031 segundos
[CAJA] El Cliente 9: entra a la cola de la caja 2 en DIA 1, 1041 s, con {'QUESO': [1, 'LACTEOS'], 'GALLETAS': [1, 'DULCES'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'LAVADORA': [1, 'LBLANCA'], 'ARROZ': [3, 'ABARROTES'], 'PAN': [14, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 4, compra CLORO, en la caja 1. DIA 1, 1058 segundos
El cliente 7, compra TOMATE, en la caja 2. DIA 1, 1071 segundos
El cliente 4, compra YOGURT, en la caja 1. DIA 1, 1073 segundos
[LLEGADA] Cliente 11: Dia 1, segundo 1075 ha llegado al Estacionamiento
El cliente 7, compra CARNE, en la caja 2. DIA 1, 1080 segundos
El cliente 4, compra CONSERVAS, en la caja 1. DIA 1, 1082 segundos
[SALIDA] El Cliente 4, abandona la Caja 1, habiendo pagado 157
El cliente 7, compra CONSERVAS, en la caja 2. DIA 1, 1083 segundos
El cliente 7, compra ARROZ, en la caja 2. DIA 1, 1092 segundos
El cliente 7, compra LECHUGA, en la caja 2. DIA 1, 1095 segundos
El cliente 7, compra LECHE, en la caja 2. DIA 1, 1116 segundos
El cliente 6, compra TOMATE, en la caja 1. DIA 1, 1118 segundos
El cliente 7, compra GALLETAS, en la caja 2. DIA 1, 1119 segundos
[SALIDA] El Cliente 7, abandona la Caja 2, habiendo pagado 69
[LLEGADA] Cliente 12: Dia 1, segundo 1129 ha llegado al Estacionamiento
El cliente 6, compra MANZANA, en la caja 1. DIA 1, 1136 segundos
El cliente 6, compra CONSERVAS, en la caja 1. DIA 1, 1145 segundos
El cliente 6, compra TOALLA NOVA, en la caja 1. DIA 1, 1157 segundos
[LLEGADA] Cliente 13: Dia 1, segundo 1159 ha llegado al Estacionamiento
[CAJA] El Cliente 10: entra a la cola de la caja 2 en DIA 1, 1194 s, con {'TOMATE': [7, 'VEGETALES FRUTAS'], 'TELEVISION': [1, 'ELECTRONICOS'], 'MANZANA': [8, 'VEGETALES FRUTAS'], 'CONSERVAS': [3, 'ABARROTES'], 'CARNE': [2, 'ABARROTES'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'LECHE': [5, 'LACTEOS']}
El cliente 6, compra PAN, en la caja 1. DIA 1, 1199 segundos
El cliente 6, compra ARROZ, en la caja 1. DIA 1, 1202 segundos
El cliente 6, compra JUGO, en la caja 1. DIA 1, 1205 segundos
El cliente 6, compra LECHE, en la caja 1. DIA 1, 1208 segundos
[SALIDA] El Cliente 6, abandona la Caja 1, habiendo pagado 82
El cliente 8, compra TALLARINES, en la caja 2. DIA 1, 1220 segundos
El cliente 8, compra BEBIDA, en la caja 2. DIA 1, 1229 segundos
El cliente 8, compra LECHE, en la caja 2. DIA 1, 1232 segundos
El cliente 8, compra PASTA DE DIENTES, en la caja 2. DIA 1, 1238 segundos
El cliente 8, compra TOALLA NOVA, en la caja 2. DIA 1, 1241 segundos
El cliente 8, compra CLORO, en la caja 2. DIA 1, 1271 segundos
El cliente 8, compra ARROZ, en la caja 2. DIA 1, 1274 segundos
El cliente 8, compra YOGURT, en la caja 2. DIA 1, 1277 segundos
El cliente 8, compra CARNE, en la caja 2. DIA 1, 1292 segundos
El cliente 8, compra SAL, en la caja 2. DIA 1, 1295 segundos
[SALIDA] El Cliente 8, abandona la Caja 2, habiendo pagado 84
[LLEGADA] Cliente 14: Dia 1, segundo 1311 ha llegado al Estacionamiento
[CAJA] El Cliente 11: entra a la cola de la caja 2 en DIA 1, 1376 s, con {'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'CERVEZA': [2, 'ALCOHOL'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'AGUA MINERAL': [2, 'BEBESTIBLES'], 'CARNE': [3, 'ABARROTES']}
El cliente 9, compra QUESO, en la caja 2. DIA 1, 1387 segundos
El cliente 9, compra GALLETAS, en la caja 2. DIA 1, 1390 segundos
El cliente 9, compra PASTA DE DIENTES, en la caja 2. DIA 1, 1393 segundos
El cliente 9, compra LAVADORA, en la caja 2. DIA 1, 1396 segundos
El cliente 9, compra ARROZ, en la caja 2. DIA 1, 1405 segundos
[CAJA] El Cliente 12: entra a la cola de la caja 2 en DIA 1, 1416 s, con {'TELEVISION': [1, 'ELECTRONICOS'], 'CERVEZA': [6, 'ALCOHOL'], 'RON': [1, 'ALCOHOL'], 'CONSERVAS': [1, 'ABARROTES'], 'CARNE': [5, 'ABARROTES']}
El cliente 9, compra PAN, en la caja 2. DIA 1, 1447 segundos
El cliente 9, compra SAL, en la caja 2. DIA 1, 1453 segundos
[SALIDA] El Cliente 9, abandona la Caja 2, habiendo pagado 140
El cliente 10, compra TOMATE, en la caja 2. DIA 1, 1563 segundos
El cliente 10, compra TELEVISION, en la caja 2. DIA 1, 1566 segundos
El cliente 10, compra MANZANA, en la caja 2. DIA 1, 1590 segundos
El cliente 10, compra CONSERVAS, en la caja 2. DIA 1, 1599 segundos
El cliente 10, compra CARNE, en la caja 2. DIA 1, 1605 segundos
El cliente 10, compra LECHUGA, en la caja 2. DIA 1, 1611 segundos
[CAJA] El Cliente 13: entra a la cola de la caja 2 en DIA 1, 1619 s, con {'QUESO': [3, 'LACTEOS'], 'HARINA': [2, 'ABARROTES'], 'BEBIDA': [1, 'BEBESTIBLES'], 'PAN': [11, 'ABARROTES'], 'VINO': [4, 'ALCOHOL'], 'TALLARINES': [4, 'ABARROTES'], 'LECHE': [6, 'LACTEOS']}
[CAJA] El Cliente 14: entra a la cola de la caja 2 en DIA 1, 1620 s, con {'BEBIDA': [2, 'BEBESTIBLES'], 'CARNE': [1, 'ABARROTES'], 'PAN': [2, 'ABARROTES'], 'ARROZ': [3, 'ABARROTES'], 'JUGO': [5, 'BEBESTIBLES'], 'AGUA MINERAL': [2, 'BEBESTIBLES'], 'HARINA': [2, 'ABARROTES']}
El cliente 10, compra LECHE, en la caja 2. DIA 1, 1626 segundos
[SALIDA] El Cliente 10, abandona la Caja 2, habiendo pagado 138
[LLEGADA] Cliente 15: Dia 1, segundo 1712 ha llegado al Estacionamiento
El cliente 11, compra PASTA DE DIENTES, en la caja 2. DIA 1, 1721 segundos
El cliente 11, compra CERVEZA, en la caja 2. DIA 1, 1727 segundos
El cliente 11, compra LECHUGA, en la caja 2. DIA 1, 1733 segundos
El cliente 11, compra AGUA MINERAL, en la caja 2. DIA 1, 1739 segundos
El cliente 11, compra CARNE, en la caja 2. DIA 1, 1748 segundos
[SALIDA] El Cliente 11, abandona la Caja 2, habiendo pagado 35
[LLEGADA] Cliente 16: Dia 1, segundo 1823 ha llegado al Estacionamiento
El cliente 12, compra TELEVISION, en la caja 2. DIA 1, 1840 segundos
El cliente 12, compra CERVEZA, en la caja 2. DIA 1, 1858 segundos
El cliente 12, compra RON, en la caja 2. DIA 1, 1861 segundos
El cliente 12, compra CONSERVAS, en la caja 2. DIA 1, 1864 segundos
El cliente 12, compra CARNE, en la caja 2. DIA 1, 1879 segundos
[SALIDA] El Cliente 12, abandona la Caja 2, habiendo pagado 94
[LLEGADA] Cliente 17: Dia 1, segundo 1948 ha llegado al Estacionamiento
[LLEGADA] Cliente 18: Dia 1, segundo 1951 ha llegado al Estacionamiento
El cliente 13, compra QUESO, en la caja 2. DIA 1, 1977 segundos
El cliente 13, compra HARINA, en la caja 2. DIA 1, 1983 segundos
El cliente 13, compra BEBIDA, en la caja 2. DIA 1, 1986 segundos
[CAJA] El Cliente 16: entra a la cola de la caja 2 en DIA 1, 2012 s, con {'YOGURT': [4, 'LACTEOS'], 'CLORO': [4, 'LIMPIEZA'], 'TALLARINES': [2, 'ABARROTES'], 'HARINA': [1, 'ABARROTES']}
El cliente 13, compra PAN, en la caja 2. DIA 1, 2019 segundos
[LLEGADA] Cliente 19: Dia 1, segundo 2028 ha llegado al Estacionamiento
El cliente 13, compra VINO, en la caja 2. DIA 1, 2031 segundos
El cliente 13, compra TALLARINES, en la caja 2. DIA 1, 2043 segundos
El cliente 13, compra LECHE, en la caja 2. DIA 1, 2061 segundos
[SALIDA] El Cliente 13, abandona la Caja 2, habiendo pagado 71
[CAJA] El Cliente 15: entra a la cola de la caja 2 en DIA 1, 2116 s, con {'CARNE': [2, 'ABARROTES'], 'YOGURT': [3, 'LACTEOS'], 'CONSERVAS': [2, 'ABARROTES'], 'PAN': [8, 'ABARROTES'], 'PAPAS FRITAS': [1, 'DULCES'], 'TALLARINES': [5, 'ABARROTES'], 'MANZANA': [6, 'VEGETALES FRUTAS'], 'HARINA': [1, 'ABARROTES']}
El cliente 14, compra BEBIDA, en la caja 2. DIA 1, 2156 segundos
El cliente 14, compra CARNE, en la caja 2. DIA 1, 2159 segundos
El cliente 14, compra PAN, en la caja 2. DIA 1, 2165 segundos
El cliente 14, compra ARROZ, en la caja 2. DIA 1, 2174 segundos
El cliente 14, compra JUGO, en la caja 2. DIA 1, 2189 segundos
El cliente 14, compra AGUA MINERAL, en la caja 2. DIA 1, 2195 segundos
El cliente 14, compra HARINA, en la caja 2. DIA 1, 2201 segundos
[SALIDA] El Cliente 14, abandona la Caja 2, habiendo pagado 31
[LLEGADA] Cliente 20: Dia 1, segundo 2251 ha llegado al Estacionamiento
El cliente 16, compra YOGURT, en la caja 2. DIA 1, 2302 segundos
El cliente 16, compra CLORO, en la caja 2. DIA 1, 2314 segundos
[CAJA] El Cliente 19: entra a la cola de la caja 2 en DIA 1, 2320 s, con {'MANZANA': [2, 'VEGETALES FRUTAS'], 'PAN': [9, 'ABARROTES'], 'TOALLA NOVA': [1, 'LIMPIEZA'], 'YOGURT': [3, 'LACTEOS'], 'CONSERVAS': [1, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 16, compra TALLARINES, en la caja 2. DIA 1, 2320 segundos
El cliente 16, compra HARINA, en la caja 2. DIA 1, 2323 segundos
[SALIDA] El Cliente 16, abandona la Caja 2, habiendo pagado 30
[CAJA] El Cliente 18: entra a la cola de la caja 2 en DIA 1, 2327 s, con {'MANZANA': [1, 'VEGETALES FRUTAS'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'PAN': [5, 'ABARROTES'], 'CLORO': [8, 'LIMPIEZA'], 'TOALLA NOVA': [1, 'LIMPIEZA'], 'TALLARINES': [1, 'ABARROTES'], 'CARNE': [2, 'ABARROTES']}
[CAJA] El Cliente 17: entra a la cola de la caja 2 en DIA 1, 2372 s, con {'MANZANA': [1, 'VEGETALES FRUTAS'], 'LECHUGA': [1, 'VEGETALES FRUTAS'], 'PASTA DE DIENTES': [2, 'LIMPIEZA'], 'JUGO': [2, 'BEBESTIBLES'], 'ARROZ': [3, 'ABARROTES'], 'YOGURT': [5, 'LACTEOS'], 'AGUA MINERAL': [1, 'BEBESTIBLES'], 'HARINA': [2, 'ABARROTES'], 'PAN': [3, 'ABARROTES'], 'CLORO': [2, 'LIMPIEZA'], 'TALLARINES': [4, 'ABARROTES'], 'CARNE': [4, 'ABARROTES']}
El cliente 15, compra CARNE, en la caja 2. DIA 1, 2418 segundos
El cliente 15, compra YOGURT, en la caja 2. DIA 1, 2427 segundos
El cliente 15, compra CONSERVAS, en la caja 2. DIA 1, 2433 segundos
[LLEGADA] Cliente 21: Dia 1, segundo 2447 ha llegado al Estacionamiento
El cliente 15, compra PAN, en la caja 2. DIA 1, 2457 segundos
El cliente 15, compra PAPAS FRITAS, en la caja 2. DIA 1, 2460 segundos
El cliente 15, compra TALLARINES, en la caja 2. DIA 1, 2475 segundos
El cliente 15, compra MANZANA, en la caja 2. DIA 1, 2493 segundos
El cliente 15, compra HARINA, en la caja 2. DIA 1, 2496 segundos
[SALIDA] El Cliente 15, abandona la Caja 2, habiendo pagado 76
El cliente 19, compra MANZANA, en la caja 2. DIA 1, 2591 segundos
El cliente 19, compra PAN, en la caja 2. DIA 1, 2618 segundos
El cliente 19, compra TOALLA NOVA, en la caja 2. DIA 1, 2621 segundos
El cliente 19, compra YOGURT, en la caja 2. DIA 1, 2630 segundos
El cliente 19, compra CONSERVAS, en la caja 2. DIA 1, 2633 segundos
El cliente 19, compra SAL, en la caja 2. DIA 1, 2639 segundos
[SALIDA] El Cliente 19, abandona la Caja 2, habiendo pagado 38
[LLEGADA] Cliente 22: Dia 1, segundo 2662 ha llegado al Estacionamiento
[LLEGADA] Cliente 23: Dia 1, segundo 2685 ha llegado al Estacionamiento
[CAJA] El Cliente 20: entra a la cola de la caja 2 en DIA 1, 2710 s, con {'MANZANA': [2, 'VEGETALES FRUTAS'], 'BEBIDA': [2, 'BEBESTIBLES'], 'CARNE': [5, 'ABARROTES'], 'PAN': [14, 'ABARROTES'], 'TOALLA NOVA': [5, 'LIMPIEZA'], 'TALLARINES': [5, 'ABARROTES'], 'LECHE': [3, 'LACTEOS'], 'SAL': [1, 'ABARROTES']}
El cliente 18, compra MANZANA, en la caja 2. DIA 1, 2731 segundos
El cliente 18, compra LECHUGA, en la caja 2. DIA 1, 2737 segundos
[CAJA] El Cliente 21: entra a la cola de la caja 2 en DIA 1, 2739 s, con {'MANZANA': [2, 'VEGETALES FRUTAS'], 'TALLARINES': [1, 'ABARROTES'], 'CONSERVAS': [2, 'ABARROTES'], 'PASTA DE DIENTES': [1, 'LIMPIEZA'], 'TOALLA NOVA': [4, 'LIMPIEZA'], 'YOGURT': [1, 'LACTEOS'], 'LECHE': [7, 'LACTEOS']}
El cliente 18, compra PASTA DE DIENTES, en la caja 2. DIA 1, 2740 segundos
El cliente 18, compra PAN, en la caja 2. DIA 1, 2755 segundos
El cliente 18, compra CLORO, en la caja 2. DIA 1, 2779 segundos
El cliente 18, compra TOALLA NOVA, en la caja 2. DIA 1, 2782 segundos
El cliente 18, compra TALLARINES, en la caja 2. DIA 1, 2785 segundos
El cliente 18, compra CARNE, en la caja 2. DIA 1, 2791 segundos
[SALIDA] El Cliente 18, abandona la Caja 2, habiendo pagado 56
El cliente 17, compra MANZANA, en la caja 2. DIA 1, 2883 segundos
El cliente 17, compra LECHUGA, en la caja 2. DIA 1, 2886 segundos
El cliente 17, compra PASTA DE DIENTES, en la caja 2. DIA 1, 2892 segundos
El cliente 17, compra JUGO, en la caja 2. DIA 1, 2898 segundos
El cliente 17, compra ARROZ, en la caja 2. DIA 1, 2907 segundos
El cliente 17, compra YOGURT, en la caja 2. DIA 1, 2922 segundos
El cliente 17, compra AGUA MINERAL, en la caja 2. DIA 1, 2925 segundos
[LLEGADA] Cliente 24: Dia 1, segundo 2929 ha llegado al Estacionamiento
El cliente 17, compra HARINA, en la caja 2. DIA 1, 2931 segundos
El cliente 17, compra PAN, en la caja 2. DIA 1, 2940 segundos
El cliente 17, compra CLORO, en la caja 2. DIA 1, 2946 segundos
El cliente 17, compra TALLARINES, en la caja 2. DIA 1, 2958 segundos
[CAJA] El Cliente 22: entra a la cola de la caja 2 en DIA 1, 2965 s, con {'LECHUGA': [1, 'VEGETALES FRUTAS'], 'CARNE': [1, 'ABARROTES'], 'PAN': [15, 'ABARROTES'], 'ARROZ': [1, 'ABARROTES'], 'PAPAS FRITAS': [2, 'DULCES'], 'TALLARINES': [2, 'ABARROTES'], 'HARINA': [1, 'ABARROTES'], 'CONSERVAS': [3, 'ABARROTES']}
El cliente 17, compra CARNE, en la caja 2. DIA 1, 2970 segundos
[SALIDA] El Cliente 17, abandona la Caja 2, habiendo pagado 81
El cliente 20, compra MANZANA, en la caja 2. DIA 1, 3065 segundos
El cliente 20, compra BEBIDA, en la caja 2. DIA 1, 3071 segundos
[LLEGADA] Cliente 25: Dia 1, segundo 3084 ha llegado al Estacionamiento
El cliente 20, compra CARNE, en la caja 2. DIA 1, 3086 segundos
[LLEGADA] Cliente 26: Dia 1, segundo 3098 ha llegado al Estacionamiento
El cliente 20, compra PAN, en la caja 2. DIA 1, 3128 segundos
[CAJA] El Cliente 23: entra a la cola de la caja 2 en DIA 1, 3129 s, con {'ARROZ': [3, 'ABARROTES'], 'CERVEZA': [4, 'ALCOHOL'], 'YOGURT': [1, 'LACTEOS'], 'CARNE': [4, 'ABARROTES'], 'PAN': [19, 'ABARROTES']}
El cliente 20, compra TOALLA NOVA, en la caja 2. DIA 1, 3143 segundos
El cliente 20, compra TALLARINES, en la caja 2. DIA 1, 3158 segundos
El cliente 20, compra LECHE, en la caja 2. DIA 1, 3167 segundos
El cliente 20, compra SAL, en la caja 2. DIA 1, 3170 segundos
[SALIDA] El Cliente 20, abandona la Caja 2, habiendo pagado 73
El cliente 21, compra MANZANA, en la caja 2. DIA 1, 3265 segundos
[LLEGADA] Cliente 27: Dia 1, segundo 3266 ha llegado al Estacionamiento
El cliente 21, compra TALLARINES, en la caja 2. DIA 1, 3268 segundos
El cliente 21, compra CONSERVAS, en la caja 2. DIA 1, 3274 segundos
El cliente 21, compra PASTA DE DIENTES, en la caja 2. DIA 1, 3277 segundos
El cliente 21, compra TOALLA NOVA, en la caja 2. DIA 1, 3289 segundos
El cliente 21, compra YOGURT, en la caja 2. DIA 1, 3292 segundos
El cliente 21, compra LECHE, en la caja 2. DIA 1, 3313 segundos
[SALIDA] El Cliente 21, abandona la Caja 2, habiendo pagado 54
[CAJA] El Cliente 24: entra a la cola de la caja 2 en DIA 1, 3371 s, con {'TOMATE': [8, 'VEGETALES FRUTAS'], 'LECHUGA': [2, 'VEGETALES FRUTAS'], 'BEBIDA': [2, 'BEBESTIBLES'], 'GALLETAS': [2, 'DULCES'], 'PAN': [11, 'ABARROTES'], 'ARROZ': [3, 'ABARROTES'], 'PAPAS FRITAS': [2, 'DULCES'], 'TALLARINES': [4, 'ABARROTES'], 'CARNE': [5, 'ABARROTES']}
[CAJA] El Cliente 26: entra a la cola de la caja 2 en DIA 1, 3393 s, con {'QUESO': [5, 'LACTEOS'], 'CARNE': [1, 'ABARROTES'], 'TOALLA NOVA': [5, 'LIMPIEZA'], 'JUGO': [5, 'BEBESTIBLES'], 'ARROZ': [2, 'ABARROTES'], 'YOGURT': [1, 'LACTEOS'], 'CONSERVAS': [3, 'ABARROTES'], 'SAL': [2, 'ABARROTES']}
El cliente 22, compra LECHUGA, en la caja 2. DIA 1, 3405 segundos
El cliente 22, compra CARNE, en la caja 2. DIA 1, 3408 segundos
[CAJA] El Cliente 25: entra a la cola de la caja 2 en DIA 1, 3445 s, con {'MANZANA': [4, 'VEGETALES FRUTAS'], 'CARNE': [2, 'ABARROTES'], 'TOALLA NOVA': [1, 'LIMPIEZA'], 'PAN': [11, 'ABARROTES'], 'ZAPATOS': [2, 'ROPA'], 'ARROZ': [1, 'ABARROTES'], 'CONSERVAS': [1, 'ABARROTES'], 'SAL': [1, 'ABARROTES']}
El cliente 22, compra PAN, en la caja 2. DIA 1, 3453 segundos
El cliente 22, compra ARROZ, en la caja 2. DIA 1, 3456 segundos
El cliente 22, compra PAPAS FRITAS, en la caja 2. DIA 1, 3462 segundos
El cliente 22, compra TALLARINES, en la caja 2. DIA 1, 3468 segundos
El cliente 22, compra HARINA, en la caja 2. DIA 1, 3471 segundos
[LLEGADA] Cliente 28: Dia 1, segundo 3479 ha llegado al Estacionamiento
El cliente 22, compra CONSERVAS, en la caja 2. DIA 1, 3480 segundos
[SALIDA] El Cliente 22, abandona la Caja 2, habiendo pagado 73
[LLEGADA] Cliente 29: Dia 1, segundo 3521 ha llegado al Estacionamiento
[LLEGADA] Cliente 30: Dia 1, segundo 3551 ha llegado al Estacionamiento
[CAJA] El Cliente 27: entra a la cola de la caja 2 en DIA 1, 3556 s, con {'CARNE': [4, 'ABARROTES'], 'JUGO': [3, 'BEBESTIBLES'], 'PAN': [4, 'ABARROTES'], 'ARROZ': [1, 'ABARROTES'], 'TALLARINES': [5, 'ABARROTES'], 'HARINA': [2, 'ABARROTES']}
El cliente 23, compra ARROZ, en la caja 2. DIA 1, 3578 segundos
[LLEGADA] Cliente 31: Dia 1, segundo 3582 ha llegado al Estacionamiento
El producto CLORO se agoto, Dia 1, segundo 3583
El cliente 23, compra CERVEZA, en la caja 2. DIA 1, 3590 segundos
El cliente 23, compra YOGURT, en la caja 2. DIA 1, 3593 segundos
El cliente 23, compra CARNE, en la caja 2. DIA 1, 3605 segundos
El cliente 23, compra PAN, en la caja 2. DIA 1, 3662 segundos
[SALIDA] El Cliente 23, abandona la Caja 2, habiendo pagado 55
[LLEGADA] Cliente 32: Dia 1, segundo 3759 ha llegado al Estacionamiento
El cliente 24, compra TOMATE, en la caja 2. DIA 1, 3775 segundos
El cliente 24, compra LECHUGA, en la caja 2. DIA 1, 3781 segundos
El cliente 24, compra BEBIDA, en la caja 2. DIA 1, 3787 segundos
El cliente 24, compra GALLETAS, en la caja 2. DIA 1, 3793 segundos
[CAJA] El Cliente 29: entra a la cola de la caja 2 en DIA 1, 3813 s, con {'ARROZ': [2, 'ABARROTES'], 'HARINA': [1, 'ABARROTES'], 'CARNE': [2, 'ABARROTES'], 'PAN': [19, 'ABARROTES']}
El cliente 24, compra PAN, en la caja 2. DIA 1, 3826 segundos
El cliente 24, compra ARROZ, en la caja 2. DIA 1, 3835 segundos
El cliente 24, compra PAPAS FRITAS, en la caja 2. DIA 1, 3841 segundos
[LLEGADA] Cliente 33: Dia 1, segundo 3843 ha llegado al Estacionamiento
